URLNoticia;Fuente;Clasificacion;MedioPeriodistico;Titulo;Texto;TipoSitio;TituloIngles;TextoIngles
http://www.mariosegura.com/lda-de-amputados-listo-para-buscar-el-bicampeonato/;http://www.mariosegura.com/;1;mariosegura;LDA de Amputados listo para buscar el bicampeonato;"Liga Deportiva Alajuelense Amputados es el actual campeón nacional de la primera división de fútbol para amputados de nuestro país. El equipo manudo cuenta con un invicto de 7 juegos, al no perder durante 5 juegos consecutivos en tiempo reglamentario en la fase de clasificación, y empatar la serie final ante el desaparecido “Club Morado” 1-1 en el marcador global. Los alajuelenses resultaron ganadores en la tanda de penales 3-1.

Carlos Acuña portero erizo, fue el mejor guardameta del torneo anterior y además de eso, fue elegido mejor portero centroamericano, en la pasada copa centroamericana efectuada en Cartago.

Actualmente, el equipo rojinegro cuenta con 11 jugadores, dos de ellos nuevos en la disciplina del fútbol para amputados, Emmanuel Rodríguez, portero proveniente de Zarcero de 21 años de edad y Allan Ortega de Cartago con 38 años de edad, ambos perdieron su extremidad en accidente de tránsito (brazo y pierna, respectivamente).

“Para mí, ser parte de Liga Deportiva Alajuelense Amputados significa una nueva etapa en mi vida. Me siento muy bien con mis compañeros, me recibieron de una gran manera, ¡Me siento como en familia! Mi objetivo en este campeonato es aportar mi granito de arena para quedar campeón con La Liga y conseguir el bicampeonato” afirmó Rodríguez.

Mientras tanto Ortega afirma que “Para mí, formar parte de LDA Amputados significa volver a vivir!. Llegue a un lugar donde me trataron muy bien, tanto jugadores como cuerpo técnico. Todos me trataron como un compañero más desde el inicio y, ¡Quiero ser titular!”

La planilla total para este torneo se conforma de la siguiente manera: Armando Badilla y Víctor Aguilar, (Director Técnico y Asistente respectivamente), Kevin Prado (Fisioterapeuta), Madelyne Toruño (Médico), Karla González (Nutricionista), Carlos Acuña, Antonio Vega y Emmanuel Rodríguez (Porteros), Deivi Cortes, Fabián Alfaro, Allan Ortega (Defensas), Dioney Bolívar, John Gómez (Volantes), Daniel Cerda, Joshua Santana, Víctor Mata (Delanteros).

Los rojinegros también cuentan con dos subcampeonatos, en el 2016 y 2017. LDA Amputados tendrá de cancha sede en el Centro de Alto Rendimiento de Turrúcares (CAR), y los horarios se pondrán una semana antes de cada juego.";news;Amputees LDA ready to seek bicampeonato;"Liga Deportiva Alajuelense Amputees is the current national champion of first division football for amputees of our country. The manudo team has a 7-game undefeated, not losing games for 5 consecutive game in qualifying, and tie the final series before the disappeared ""Club Purple"" 1-1 on aggregate. The alajuelenses were winners in the penalty shootout 3-1.

Carlos Acuña goalkeeper hedgehog, was the best goalkeeper in the previous tournament and besides that, he was elected best goalkeeper in Central America, in the last Central American Cup held in Carthage.

Currently, the rojinegro team has 11 players, two of them new to the discipline of football for amputees, Emmanuel Rodríguez, goalkeeper from Zarcero 21 years old and Allan Ortega Carthage 38 years old, both lost their limb accident (arm and leg, respectively).

""For me, being part of Liga Deportiva Alajuelense Amputees means a new stage in my life. I feel very well with my colleagues, I was welcomed in a big way, I feel like family! My aim in this championship is to contribute my bit to be champion with La Liga and get the bicampeonato ""said Rodriguez.

Meanwhile Ortega says that ""For me, part of LDA Amputees means reliving !. Come to a place where I was treated very well, both players and coaching staff. Everyone treated me more as a companion from the beginning and I want to be a starter! ""

Total payroll for this tournament is composed as follows: Armando Badilla and Victor Aguilar, (Technical Assistant respectively Director), Kevin Prado (Physiotherapist), Madelyne Toruno (Medical), Karla González (Nutritionist), Carlos Acuna, Antonio Vega and Emmanuel Rodriguez (Goalkeepers), Deivi Cortes, Fabian Alfaro, Allan Ortega (Defenses), Dioney Bolívar, John Gomez (flywheels), Daniel Cerda, Joshua Santana, Victor Mata (Forwards).

Rojinegros also have two runners-up in 2016 and 2017. LDA Amputees have the court based at the Center for High Performance Turrúcares (CAR), and schedules will be made one week before each game."
http://www.mariosegura.com/todo-listo-para-la-edicion-xii-del-g-1-costa-rica-taekwondo-open/;http://www.mariosegura.com/;1;mariosegura;Todo listo para la edición XII del G-1 Costa Rica Taekwondo Open;"La Federación Costarricense de Taekwondo junto a su comité organizador están listos para realizar por décima tercera ocasión el G-1 Costa Rica Taekwondo Open que contará con la presencia de más de 35 países provenientes de los cuatro continentes del Mundo por lo que se espera que una vez más sea uno de los grandes eventos organizados en el país centroamericano.

Dicho evento está para realizarse los días 29, 30, 31 de agosto al 1 de septiembre, en la Ciudad Deportiva de Hatillo. específicamente en el BN-ARENA localizado al Sur de la capital San José de Costa Rica, en esta ocasión participan cerca de 800 atletas internacionales quienes vienen a nuestro país en busca de enfrentar a grandes atletas como medallistas olímpicos y mundiales que ya han confirmado su presencia a la gran cita costarricense y donde algunos ya han sido protagonistas en ediciones anteriores.

Se anuncia la presencia de grandes equipos del área como Estados Unidos, Canadá, México, Guatemala, Honduras, El Salvador, Nicaragua, Colombia, Ecuador, Perú, Argentina, Brasil, Aruba entre otros quienes buscarán llevarse la mayor cantidad de puntos para seguir escalando posiciones en el Ranking Mundial.

Este lunes ha iniciado el ingreso de las delegaciones como es el caso de México, Chile, Aruba, Isla Guadalupe y Argentina este último tuvo la oportunidad de entrenar en las nuevas instalaciones del nuevo edificio de la Federación Costarricense de Taekwondo en Pavas a 10 minutos del hotel sede el Hotel Irazú y en donde viene entre sus atletas a Lucas Guzmán medalla de Oro en los pasados Juegos Panamericanos Lima Perú, categoría -58

Pero Costa Rica no se queda atrás, los centroamericanos contarán con una muy buena cantidad de atletas para este Open 2019 en las categorías cadete, juvenil y Mayor, varios de ellos regresan con gran nivel luego de haber conquistado 15 medallas en los Juegos Centroamericanos Estudiantiles Nivel Intermedio CODICADER.

Ellos enfocan su mirada a superar la cosecha se medallas de la última edición que fueron más de 40 en total, así ratificar el nivel que poseen los ticos gracias al programa de selecciones que promueve la junta directiva de Federación Costarricense de Taekwondo que encabeza el presidente Wilmar Alvarado Castillo.

“Estamos muy felices de recibir a todos los competidores, entrenadores y delegados qué han escogido a nuestro país para prepararse y a la vez sumar puntos para Ranking Mundial y de cara al clasificatorio Olímpico que se realizará en nuestro país en marzo del 2020, por lo que trabajaremos mucho para que estén a gusto y que el torneo cumpla las expectativas el cual siempre es nuestro compromiso ” indicó Wilmar Alvarado Castillo Presidente de la FCT y del Comité Organizador del G-1 Costa Rica Open.

Los seleccionados ticos contarán en esta oportunidad con el apoyo del entrenador internacional el mexicano José Luis (Pepe) Ramírez quien cuenta con una gran experiencia, ha estado a cargo Selecciones de Taekwondo de como México y Guatemala, por lo que llega con grandes ilusiones a dirigir a Costa Rica con el reto preparar el equipo que participará en el Clasificatorio Olímpico Costa Rica 2020 e intentar clasificar a mínimo uno o a dos atletas (Una Mujer o un hombre) a los Juegos Olímpicos Tokio 2020.

Costa Rica en la categoría élite presenta a figuras ya muy conocidas como es el caso de los Campeones Panamericanos juveniles, Rut Sandoval, María José Rodríguez, Neshy Lee Lindo, Katherine Alvarado, Sebastián Arguello, en élite Eduardo Báez, Juan José Soto, Heiner Oviedo ente otros.

Hugo Quesada Fernández

Departamento de Comunicación FCT.";news;Everything ready for the XII edition of the G-1 Costa Rica Taekwondo Open;"The Costa Rican Taekwondo Federation with his organizing committee are ready to perform for the thirteenth time the G-1 Costa Rica Taekwondo Open which will be attended by over 35 countries from four continents of the world so it is expected that a again, it is one of the major events organized in the Central American country.

This event is for 29, 30 August to 1 September 31 made in the Ciudad Deportiva de Hatillo. specifically in the BN-ARENA located south of the capital San Jose, Costa Rica, this time involving about 800 international athletes who come to our country in search of face great athletes as Olympic and World medalists who have already confirmed their presence the great Costa Rican appointment and where some have already been involved in previous editions.

the presence of large area teams like the United States, Canada, Mexico, Guatemala, Honduras, El Salvador, Nicaragua, Colombia, Ecuador, Peru, Argentina, Brazil, Aruba announced among others who seek to take the most points to keep climbing positions in the world ranking.

Monday started the entry of delegations such as the case of Mexico, Chile, Aruba, Guadalupe Island and Argentina the latter had the opportunity to train in the new facilities of the new building of the Costa Rican Taekwondo Federation in Pavas to 10 minutes based hotel Hotel Irazu and where it comes from athletes to Lucas Guzman gold medal at the last Pan American Games Lima Peru, category -58

But Costa Rica is no slouch, Central Americans will have a lot of athletes for this Open 2019 in cadet, junior and Senior categories, many of them return to high level after having won 15 medals at the Central American Student Games Level intermediate CODICADER.

They focus their gaze to overcome harvest medals from the last edition were more than 40 in total so ratifying the level having the Ticos through the program selections that promotes the board of Costa Rican Taekwondo Federation headed by President Wilmar Alvarado Castillo.

""We are very happy to welcome all competitors, coaches and delegates who have chosen our country to prepare and also score points for the World Ranking and facing the Olympic qualifier to be held in Spain in March 2020, so work hard to make them comfortable and meets the expectations tournament which is always our commitment, ""said Wilmar Alvarado Castillo President of the FCT and the Organizing Committee of G-1 Costa Rica Open.

Ticos selected count this time with the support of the international coach Mexican Jose Luis (Pepe) Ramirez who has a great experience, he has been in charge Selections Taekwondo as Mexico and Guatemala, so arrive with high hopes to lead to Costa Rica with the challenge to prepare the team that will participate in the 2020 Olympic Qualifier Costa Rica and try to classify at least one or two athletes (woman or man) to the 2020 Tokyo Olympics.

Costa Rica in the elite category presents figures and well-known such as the Pan American Champions juveniles, Ruth Sandoval, Maria Jose Rodriguez, Neshy Lee Lindo, Katherine Alvarado, Sebastian Arguello in elite Eduardo Báez, Juan Jose Soto, Heiner Oviedo among others.

Hugo Quesada Fernandez

FCT Communications Department."
http://www.mariosegura.com/costa-rica-termina-5to-en-voleibol-sentado-de-lima/;http://www.mariosegura.com/;1;mariosegura;Costa Rica termina 5to en voleibol sentado de Lima;"Lima (Perú) 27 de agosto del 2019. La Selección de Voleibol Sentado de Costa Rica se despide de los Juegos Parapanamericanos Lima 2019 llevándose el quinto lugar del torneo tras derrotar a su similar de Perú 3 a con marcadores: 30-28/25-20/ 25-11.

Con este resultado los ticos superan un puesto cuando en la edición de los Juegos Parapanamericanos Toronto 2015 terminaron en la sexta posición.

El encuentro ante los anfitriones fue intenso. Solo en el primer set se tuvieron que jugar 35 minutos, donde ambas selecciones tuvieron el punto para ganar teniendo que alargar hasta un 30 puntos a 28 para definir el ganador del primer set a favor de Costa Rica.

Para el segundo set la presión atacó a los incas quienes no podían penetrar el bloqueo de los ticos, algo que los angustio mientras que los costarricenses por el contrario fueron llevando en juego con control hasta el punto final del segundo set con marcador 25-20.

Llegaría el último set, el más tranquilo de los tres para los costarricenses con un 25 a 11 que le dio a la sele tica el 5to lugar del torneo Parapanamericano.

Costa Rica disputó el Parapanamericanos cayendo ante Colombia 25-11/25-22/25-21, Estados Unidos 25-13/25-9/25-15, ante Canadá 25-10/25-16/25-13, ante Brasil 25-7/25-9/25-11, logrando dos triunfos ante la Selección de Perú el lunes con marcador de 25-12/25-22/25-21 y este martes 30-28/25-20/25-11

La selección de Costa Rica estuvo conformada por Carlos Castro, Eladio Rojas, Yadir Fernández, Alexander Quirós, Luis Quirós, Mauricio Gómez, Edgar Solano, Henry Quirós, Mario Rodríguez, Ronald González, Edwar Solís, Edgar González: Coach Carlomagno Saéz

El voleibol sentado es una variante de voleibol para atletas en situación de discapacidad. El juego y la técnica es la misma que la de voleibol, solo en los aspectos relativos a la movilidad de los jugadores, exigiendo a los jugadores que conforman el equipo unos grados de discapacidad mínimos.

Los jugadores tienen que permanecer sentados, manteniendo la pelvis en contacto con el suelo, y la elevación en el momento de jugar el balón es falta. El campo y las distintas zonas coinciden con las de voleibol, solo por sus dimensiones: 10 m de largo y 6 m de ancho. La línea de ataque se adelanta a 2 m de la red. La altura de la red es menor: 1,15 para hombres y 1,05 mujeresEl";news;Costa Rica finished 5th in sitting volleyball Lima;"Lima (Peru) August 27, 2019. Sitting Volleyball Team of Costa Rica says goodbye to Lima 2019 Parapan Games taking fifth place in the tournament after defeating its counterpart in Peru 3 markers: 30-28 / 25- 20 / 11.25.

With this result the Ticos exceed a set when editing the Toronto 2015 Parapan American Games ended in sixth place.

The match against the hosts was intense. Only in the first set they had to play 35 minutes, where both teams had to win the point having to extend up to 30 points to 28 to determine the winner of the first set for Costa Rica.

For the second set pressure attacked the Incas who could not penetrate the blockade of the Ticos, something the straitened while Costa Ricans on the other hand were carrying into play with control to the end point of the second set with 25-20 score.

Reach the final set, the quietest of the three for Costa Ricans with 25 to 11 who gave the sele tica 5th place of the Parapan tournament.

Costa Rica played the Parapan falling to Colombia 25-11 / 25-22 / 25-21, US 25-13 / 25-9 / 25-15, against Canada 25-10 / 25-16 / 25-13, against Brazil 25.07 / 25.09 / 11.25, achieving two victories before Selection of Peru on Monday with marker 25-12 / 25-22 / 25-21, Tuesday 30-28 / 25-20 / 25-11

The selection of Costa Rica consisted of Carlos Castro, Eladio Rojas, Yadir Fernandez, Alexander Quirós, Luis Quirós, Mauricio Gomez, Edgar Solano, Henry Quiros, Mario Rodriguez, Ronald González, Edwar Solis, Edgar Gonzalez: Coach Charlemagne Saéz

The sitting volleyball is a variation of volleyball for athletes with disabilities. The game and the technique is the same as volleyball, only aspects of the mobility of players, requiring players to make the team a minimum degree of disability.

Players must remain seated, keeping the pelvis in contact with the ground, and rising at the time of playing the ball is missing. The field and different areas coincide with volleyball, only by its dimensions: 10 m long and 6 m wide. The line of attack comes on a 2 m network. The net height is less than 1.15 for men and 1.05 mujeresEl"
http://www.mariosegura.com/camila-haase-otorga-a-costa-rica-su-segunda-medalla-en-los-parapanamericanos/;http://www.mariosegura.com/;1;mariosegura;Camila Haase otorga a Costa Rica su segunda medalla en los Parapanamericanos;"La paranadadora costarricense Camila Haase dio muestra de su calidad esta noche en los Juegos Parapanamericanos de Lima 2019 al conseguir el segundo lugar en la prueba de 100 metros pecho.

Con un tiempo de 1:34.99, la nacional de 19 años de edad se situó entre las estadounidenses Madelyn White (medalla de oro) y Hannah Aspden (medalla de bronce), lo que le permitió colgarse la presea de plata.

Haase compitió en la categoría SB-8. El prefijo “SB” hace referencia al estilo de nado tipo pecho; entre menor es el número (del 1 al 10) más grave es la discapacidad, en este caso física, de la atleta.

Esta es la segunda presea de la delegación de Costa Rica en las actuales justas Parapanamericanas, luego de la plata ganada por Steven Román, de 16 años de edad, en paratenis de mesa.

La joven paraatleta tica volverá a la acción este martes a las 8 de la mañana en la ronda de clasificación de la prueba 100 metros dorso, en su categoría SB-9.

En la noche del mismo martes competirá en la final de los 100 metros dorso categoría S9, al ser las 6:14 de la noche, hora costarricense.";news;Haase Camila Costa Rica gives its second medal at the Parapan;"Camila Costa Rican paranadadora Haase evinced quality tonight at the Parapan Games 2019 Lima to get the second place in the 100 meter breaststroke.

With a time of 1: 34.99, the national 19-year-old was among the Americans Madelyn White (gold medal) and Hannah Aspden (bronze medal), which allowed him to hang the silver medal.

Haase competed in the SB-8. The ""SB"" prefix refers to breast type swimming style; between the lower the number (1 to 10) more severe disability in this physical case, the athlete.

This is the second medal of the delegation of Costa Rica on current fair Parapanamericanas, after the silver won by Steven Roman, 16 years old, in paratenis table.

Paraatleta young tica return to action Tuesday at 8 am in the qualifying round back test 100 meters in its category SB-9.

On the same Tuesday evening will compete in the final of the 100 meters back S9 category, being 6:14 pm, Costa Rica hour."
http://www.momentosreloj.co.cr/2019/08/28/angel-gabriel-hijo-de-gloria-trevi-prepara-su-primer-video-musical/;http://www.momentosreloj.co.cr/;1;momentosreloj;Angel Gabriel, hijo de Gloria Trevi, prepara su primer video musical;"El hijo de Gloria Trevi, Angel Gabriel, prepara su primer video musical a un año de debutar como cantante.

Angel Gabriel compartió un video en Instagram en el que se puede observar al joven de 17 años posando para las cámaras y Trevi supervisando las tomas. En la descripción de la grabación, el joven de 17 años agradeció a quienes lo están apoyando a iniciar “la lucha por este sueño”.

“Muchas gracias a todos los que me están apoyando para iniciar la lucha por este sueño! De verdad gracias a todos; sé que tengo que trabajar bastante”, escribió.

Por su parte, Gloria Trevi compartió un video del detrás de cámaras del rodaje del nuevo sencillo de su hijo Angel Gabriel. En la filmación se puede observar a Trevi mientras prueban diferentes sonidos de saxofón en una computadora.";news;Angel Gabriel, son of Gloria Trevi, prepares his first music video;"Gloria Trevi's son, Angel Gabriel, prepares his first music video to one year's debut as a singer.

Angel Gabriel shared a video on Instagram where you can watch the 17 year old posing for the cameras and monitoring Trevi shots. In the description of the recording, the 17 year old thanked those who are supporting start ""fighting for this dream.""

""Many thanks to all who are supporting me to start fighting for this dream! Really thanks to everyone; I know I have to work hard, ""he wrote.

Meanwhile, Gloria Trevi shared a video from behind the scenes of filming the new single from her son Angel Gabriel. In the film you can be seen to Fountain while sampling different sounds saxophone on a computer."
http://www.momentosreloj.co.cr/2019/08/27/thalia-cumplio-48-anos-lo-celebro-en-la-intimidad-y-con-cero-glamour/;http://www.momentosreloj.co.cr/;1;momentosreloj;Thalía cumplió 48 años, lo celebró en la intimidad y con cero glamour;"Todos pensaríamos que Thalía celebraría su cumpleaños como la celebridad que es, con una fiesta glamorosa y lujosa, pero su esposo Tommy Mottola, nos revela cómo es que la cantante está festejando un año más de vida.

Thalía envió la noche del domingo un breve mensaje a sus millones de seguidores en Instagram con motivo de su cumpleaños en el que invitó a celebrar la vida todos los días, además de agradecer por los mensajes y el cariño de su público.

Pero esta mañana muy temprano Thalía celebró con un pequeño pastel rodeada de la gente que más ama sus hijos y su esposo Tommy Mottola quien reveló como es que esta celebridad está festejando y le cantó las mañanitas en español.

Ver esta publicación en Instagram Una publicación compartida de Thalia (@thalia) el 25 Ago, 2019 a las 9:57 PDT

El esposo de Thalía compartió el sitio donde Thalía está comenzando un año más de vida, un lugar inimaginable, lejos de los lujos y el glamour, rodeada de la naturaleza con un paisaje increíble.

";news;Thalía turned 48, celebrated in the privacy and zero glamor;"All Thalía would think that would hold its birthday as celebrity is a glamorous and lavish party, but her husband Tommy Mottola, reveals how the singer is celebrating another year of life.

Thalía Sunday night sent a brief message to his millions of followers in Instagram on the occasion of his birthday in which invited to celebrate life every day, in addition to thanking the messages and the love of your audience.

But early this morning Thalía celebrated with a little cake surrounded by people who most loves her children and her husband Tommy Mottola who revealed how this celebrity is celebrating and sang happy birthday in Spanish.

View this publication in Instagram A shared publication of Thalia (@thalia) Aug 25, 2019 at 9:57 PDT

Thalía's husband shared the place where Thalía is starting another year of life, an unimaginable place, away from the luxury and glamor, surrounded by nature with amazing scenery.

"
http://www.momentosreloj.co.cr/2019/08/27/natalia-jimenez-y-yuri-interpretan-su-nuevo-sencillouna-mentira-mas/;http://www.momentosreloj.co.cr/;1;momentosreloj;"Yuri y Natalia Jiménez lanzan nuevo sencillo:""Una mentira más""";"“Una mentira más”, es el más reciente sencillo de la “Madonna mexicana” o mejor conocida como Yuri junto a la cantante española Natalia Jiménez. El nuevo éxito viene acompañado de un nuevo video que ya está disponible en todas las plataformas virtuales.

Un dato que cabe destacar es que el nuevo tema fue compuesto por José Luis Roma, integrante de Río Roma.

Te dejamos acá lo nuevo de estas grandes voces. Esperamos que lo disfrutés.";news;"Yuri and Natalia Jimenez released new single, ""One more lie""";"""One more lie,"" is the latest single from the ""Mexican Madonna"" or better known as Yuri by the Spanish singer Natalia Jimenez. The new success comes with a new video is now available on all virtual platforms.

One thing to note is that the new song was composed by José Luis Rome, part of Río Roma.

We leave here the newness of these great voices. We hope you enjoy it."
http://www.momentosreloj.co.cr/2019/08/27/jennifer-lopez-preocupa-sus-fans-por-fotos-donde-se-evidencia-su-calvicie/;http://www.momentosreloj.co.cr/;1;momentosreloj;Jennifer Lopez preocupa a sus fans por fotos donde se evidencia su calvicie;"La diva del ‘Bronx’ acostumbra hacerse un moño y sus fans se han preocupado porque dicen que “se está quedando calva”.

La cantante estadounidense, Jennifer Lopez, más conocida como J-LO, ha preocupado a sus fans después de que se filtren unas fotos en bikini donde evidencia su calvicie.

La ex esposa de Marc Anthony cuenta con más de 90 millones de seguidores en su cuenta de Instagram y en cada foto que publica se lleva las admiraciones de sus seguidores ya que a sus 50 años luce un cuerpo envidiable.

El problema es que como toda celebridad también tiene sus ‘haters’ que están en búsqueda de fotos inéditas de Jennifer Lopez para atacarla y que sea blanco de críticas. Una de ella es la foto de una supuesta calvicie de Jennifer.

Mira las fotos:

Unas fotos en bikini de Jennifer Lopez se han filtrado pero han quedado de lado ya que por su peinado, las miradas se desviaron a su cabeza. La diva del ‘Bronx’ acostumbra hacerse un moño y sus fans se han preocupado porque dicen que “se está quedando calva”.

“Qué fuerte, ¿habéis visto las entradas que tiene?”, “Yo no se porqué se empeña en hacerse ese moño si es que le queda fatal y encima se evidencia que cada vez tiene menos pelo” o “No me lo hubiese imaginado nunca” son algunas de los ‘comentarios’ que se pueden encontrar en las redes y en los foros por los que ya está circulando la imagen.

Pero lo peor de todo es que no es la primera vez que este tipo de comentarios surgen. Algunas fotos y algunos vídeo de la cantante ya habían generado esta polémica que ahora, por culpa de estas fotos, se ha vuelto a reavivar.";news;Jennifer Lopez worried his fans for pictures where his baldness evidence;"Diva 'Bronx' usually take a bow and fans have worried because they say ""is going bald.""

American singer, Jennifer Lopez, better known as J-LO, has worried his fans after some bikini photos where seeping out your baldness.

The former wife of Marc Anthony has over 90 million followers on her Instagram account and every photo that publishes the admirations of his followers takes longer than 50 years looks an enviable body.

The problem is that as a celebrity has its 'haters' who are in search of unpublished photos of Jennifer Lopez to attack and that is the target of criticism. One of them is the photo of an alleged Jennifer baldness.

Look at the photos:

A bikini photos of Jennifer Lopez have been leaked but aside as his hair, eyes strayed to his head. Diva 'Bronx' usually take a bow and fans have worried because they say ""is going bald.""

""How strong, have you seen the entries you have?"" ""I do not know why it strives to be the bun if he is fatal and above it is evident that increasingly has less hair"" or ""I would not have ever imagined ""they are some of the 'comments' that can be found in networks and forums for those who are already circulating the image.

But worst of all is that it is not the first time that such comments arise. Some photos and video of the singer had already generated this controversy that now, because of these photos, it has become revive."
http://www.momentosreloj.co.cr/2019/08/26/david-bisbal-lanzara-nuevo-sencillo-junto-alejandro-fernandez/;http://www.momentosreloj.co.cr/;1;momentosreloj;David Bisbal lanzará nuevo sencillo junto a Alejandro Fernández;"El cantante español estrenará su nuevo sencillo titulado:”Abriré la puerta” en colaboración con el potrillo de México´, Alejandro Fernández, el nuevo éxito estará disponible a partir del 30 de agosto en todas las plataformas digitales.

“Abriré la puerta”, es un éxito que al ritmo de bolero ranchero destacará la melodía y el romance para conquistar a muchos corazones.

Acá te dejamos el adelanto de este sencillo que promete ser un gran éxito.";news;David Bisbal will release new single with Alejandro Fernández;"The Spanish singer will release her new single entitled ""I'll open the door"" in collaboration with the colt México', Alejandro Fernandez, the new hit will be available from August 30 at all digital platforms.

""It will open the door"" is a success that the rhythm of bolero ranchero highlight the melody and romance to win many hearts.

Here we leave the advancement of this simple promises to be a great success."
http://www.momentosreloj.co.cr/2019/08/22/maldito-miedo-el-nuevo-exito-de-alex-ubago/;http://www.momentosreloj.co.cr/;1;momentosreloj;"""Maldito miedo"", el nuevo éxito de Álex Ubago";"Recientemente, el cantautor español lanzó su nuevo éxito titulado:”Maldito miedo”, que ya lo podés disfrutar en todas las plataformas virtuales.

“Maldito miedo”, habla de una historia de desamor en la que él aún la recuerda a ella, pero ella ya se ha marchado.

Este nuevo éxito cuenta con la colaboración del cantante español Soge Culebra.

Álex Ubago sigue apostando a la música romántica y ahora más que nunca está disfrutando de su mejor momento en su carrera en todos los sentidos, así lo expresó este artista en una entrevista de Billboard .

Acá te compartimos el video del nuevo éxito de este gran artista.";news;"""Cursed be afraid,"" the new success of Álex Ubago";"Recently, the Spanish singer released his new hit titled ""Cursed fear"" that you can already enjoy all virtual platforms.

""Cursed be afraid,"" he tells a story of unrequited love in which he still remembers her, but she was already gone.

This new success with the collaboration of the Spanish singer Soge Culebra.

Álex Ubago still committed to the romantic music and now more than ever are enjoying their best moment in your career in every way, this artist said so in an interview with Billboard.

Here we share the video of the new success of this great artist."
http://www.momentosreloj.co.cr/2019/08/21/frida-sofia-dice-que-es-discriminada-por-hija-de-luis-miguel/;http://www.momentosreloj.co.cr/;1;momentosreloj;Frida Sofía dice que es discriminada por hija de Luis Miguel;"La hija de Alejandra Guzmán asegura que su prima Michelle Salas es una persona “hipócrita”.

Frida Sofía volvió a referirse con fuertes calificativos a su enemistad con su prima Michelle Salas, primogénita del cantante Luis Miguel.

En una extensa entrevista con Paty Chapoy, conductora del programa de espectáculos “Ventaneando” de Tv Azteca, la controvertida hija de la rockera mexicana Alejandra Guzmán declaró que en su familia “hay gente que sola la usa”.

“El hecho de tratar de siempre dar la mejor versión de mi familia, que ni me habla, lamentablemente, hay gente que me usa”, expresó la intérprete de “Ándale”.

Según Frida Sofía el distanciamiento con su prima Michelle Salas surgió de las repetidas comparaciones entre ambas.

“Eran comparaciones al principio con Michelle. Por eso exploté porque dije ya ‘sabes qué, Frida qué vas a perder, si tu mamá no te habla, si tu papá no está, tus hermanos están muy lejos, perdiste a tu hijo y luego van a venir […] decirte que te tienes que parecer a alguien que es más hipócrita”, expresó la cantante en referencia a la hija del “Sol de México”, que disfruta de una imagen menos polémica.";news;Frida Sofia says it is discriminated by the daughter of Luis Miguel;"Alejandra Guzman's daughter says her cousin Michelle Salas is a ""hypocrite"" person.

Frida Sofia again with strong epithets referring to his feud with his cousin Michelle Salas, eldest daughter of singer Luis Miguel.

In an extensive interview with Paty Chapoy, host program shows ""Ventaneando"" of TV Azteca, the controversial daughter of Mexican rocker Alejandra Guzmán stated that his family ""there are people who use it alone.""

""The fact try to always give the best version of my family, who did not speak to me, unfortunately, there are people who use me,"" said the singer of ""Andale"".

According Frida Sofia estrangement with her cousin Michelle Salas emerged from repeated comparisons between the two.

""They were at first with Michelle comparisons. That's why I blew up because I told ya 'know what, Frida what will you lose if your mom does not talk, if your dad is not, your brothers are far away, you lost your child and then will come [...] tell you you have to look like someone who is hypocritical, ""said the singer in reference to the daughter of"" Sol de Mexico "", which enjoys a less controversial image."
http://www.momentosreloj.co.cr/2019/08/20/reyli-barba-estreno-nuevo-sencillo/;http://www.momentosreloj.co.cr/;1;momentosreloj;Reyli Barba estrenó nuevo sencillo;"El compositor mexicano lanzó su nuevo sencillo titulado:”16,437? y ya la podés escuchar en todas las plataformas digitales.

“16,437”, este es el segundo tema que sale a la luz después de su regreso a la música y a los escenarios.

Los seguidores del cantante no han parado de escribir sus mensajes sobre el tema, su regreso a la música o simplemente mostrar su admiración por el compositor de grandes canciones como:”Amor del bueno”, “Perdóname en silencio”, “Desde que llegaste” entre otros grandes temas.

Acá te compartimos lo nuevo de Reyli Barba.";news;Reyli Barba premiered new single;"The Mexican composer released his new single titled ""16,437"" and and you can listen on all digital platforms.

""16,437"", this is the second issue that comes to light after his return to music and to the stage.

Fans of the singer have not stopped writing their messages on the subject, his return to music or just show your admiration for the composer of great songs like ""Amor del bueno"" ""Forgive me quietly,"" ""Since you came"" among other major issues.

Here we share the new Reyli Barba."
